track_id,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,favorite
5KapB9KJnRsZrprzIAXycW,214866,59,0.641,0.534,0.596,2.16e-05,0.276,-10.289,0.388,185.733,4,0
4doxCAkqckpGTasPN6ByUu,118436,73,0.189,0.649,0.565,0.0,0.127,-7.348,0.0839,86.899,4,0
439X8jGytErRiPnaoUJHju,218200,69,0.204,0.835,0.527,0.000423,0.283,-7.272,0.128,106.003,4,0
6efkcs2aUBMFKxl0cl2JWQ,169319,69,0.554,0.639,0.295,3.09e-05,0.3,-11.237,0.544,86.947,4,0
3VBYPu6aJaCgtlHx3Avxbk,160780,53,0.137,0.732,0.649,8.61e-05,0.113,-7.672,0.413,120.072,4,0
5ibTi2YwtvbB1bTOv2I93d,187893,68,0.224,0.734,0.438,0.00292,0.215,-6.124,0.0865,143.961,4,0
0H57lJQoHSzP4nE7EvTJPP,162277,42,0.00566,0.869,0.792,0.0,0.0683,-6.351,0.141,107.985,4,0
3DlgDXIYtnWtJKiB8bZQMv,201732,66,0.536,0.777,0.662,4.61e-06,0.593,-8.393,0.27,111.13,4,0
3CblJq8QQQ0bb7vwJu8c3v,190373,75,0.0248,0.83,0.695,0.0755,0.0573,-9.445,0.0716,112.046,4,0
632PCenoAviq31MsIh9eBM,163013,61,0.0162,0.825,0.683,2.2e-05,0.0582,-9.338,0.0923,106.002,4,0
078lbDGGTqBuTKU3bypXxQ,208269,65,0.215,0.768,0.626,2.63e-05,0.144,-6.516,0.125,147.77,4,0
051zam2WDIKOLdu4XYpCaA,186151,60,0.632,0.688,0.517,0.000922,0.0887,-10.374,0.125,141.287,4,0
3tsFWhe45D6CGFSMA77T3B,187426,57,0.233,0.812,0.448,0.000272,0.13,-6.621,0.0666,99.958,4,0
6AOcDjTt4jfe9ostQ6eAs7,200774,39,0.605,0.583,0.654,0.0,0.103,-6.456,0.395,97.492,5,0
4sFzG7iUlyPmuyASCkre9A,216933,65,0.25,0.793,0.489,0.000101,0.432,-10.984,0.284,120.097,4,0
4aMExui9zpbQZNhAmMsHPB,175381,60,0.275,0.803,0.592,0.00301,0.0844,-7.19,0.0887,110.911,4,0
0tId1P997Yfc6ryu7Sr5AQ,192500,33,0.314,0.79,0.616,0.0,0.114,-9.982,0.365,123.985,4,0
3Cmel92VSiZQiOmZzENWUb,245733,36,0.204,0.609,0.746,0.0,0.27,-4.229,0.122,83.672,4,0
5x3v1Td2EkrUJfscZdb6zJ,204901,51,0.139,0.661,0.463,0.0,0.0628,-11.754,0.0474,135.945,4,0
4SqPtAd2irUOyLoLcOFtkl,162858,59,0.0721,0.763,0.484,0.0,0.245,-7.482,0.141,145.058,4,0
3NsPvsr9VrcMtAxJ50XCL9,226164,46,0.249,0.807,0.689,6.93e-05,0.338,-6.646,0.207,95.014,4,0
6NblUCwJXYkQlQ6LhcmSlQ,240000,60,0.052,0.85,0.273,2.22e-06,0.104,-11.567,0.278,116.894,4,0
15cYjzRUBRrDHn76GdxWiv,232122,61,0.00707,0.61,0.709,1.61e-05,0.273,-7.143,0.241,100.489,4,0
3QF4i1kw1Cs4KsIJvevZ3v,230180,47,0.603,0.75,0.669,1.06e-06,0.0658,-5.329,0.0782,97.999,4,0
455RNF1FhYAjgRI0nPI9DA,184065,53,0.0668,0.826,0.423,0.0051,0.107,-6.624,0.144,107.03,4,0
5mtfHX4VyY5D81WMaOHgHV,156133,58,0.148,0.455,0.529,0.0,0.161,-5.693,0.153,74.885,4,0
3DcL8FXLA9iKwqnyj9POLt,180765,56,0.418,0.788,0.513,0.0,0.125,-9.56,0.535,70.08,4,0
7qcxGQNLJup67pQwTKsR8E,200327,39,0.222,0.637,0.733,0.0,0.0428,-6.052,0.296,119.407,4,0
0hZIaQMGqu41dozEwqVa1b,130981,62,0.66,0.685,0.577,2.69e-06,0.109,-4.655,0.108,110.326,4,0
5ljYtIOFDdm8unZbThF1rI,202035,31,0.406,0.722,0.603,0.0,0.13,-6.813,0.308,88.149,4,0
58uTw3T5gfAMvvQuNhJPJH,196949,44,0.341,0.715,0.585,7.58e-06,0.133,-6.916,0.0876,105.02,4,0
5jATtrFA8ToejRtQqoS5fi,198832,46,0.316,0.437,0.379,0.553,0.0986,-13.439,0.341,172.929,4,0
02nhDSWvcXYALyVkth2oXd,181000,71,0.0202,0.729,0.55,1.43e-05,0.387,-5.52,0.234,105.861,4,0
4oebzB09U8UoYtNnS6vTjt,135774,59,0.649,0.776,0.773,9.01e-06,0.127,-6.387,0.0354,98.999,4,0
564oa00vY05d1uYnTEAAmE,183760,63,0.656,0.885,0.595,4.42e-06,0.105,-5.487,0.286,148.034,4,0
33fgHbTXA4hVRriK2W1khx,178400,60,0.049,0.527,0.494,2.76e-06,0.091,-6.606,0.088,129.555,4,0
1gEB5InUzgNLHPv8H34v54,259816,54,0.372,0.747,0.453,0.000276,0.125,-10.563,0.429,108.911,4,0
2ucJBU4uvj0RgWPY4PgVVV,188437,41,0.193,0.675,0.677,0.00819,0.169,-8.835,0.132,110.142,4,0
2W3opOU3acvOKwo8UDx0mf,177726,53,0.24,0.642,0.572,1.86e-06,0.0999,-7.694,0.291,72.297,4,0
4ChbC1hqqAEhON6ZvIMJQQ,215779,35,0.0562,0.764,0.734,0.0,0.0946,-7.591,0.0662,109.017,4,0
12CNybio0Bxean3F3uYugU,175018,68,0.156,0.786,0.65,0.0,0.127,-6.472,0.31,130.993,4,0
77wZg9hR1TnPkysYKl29OJ,199578,36,0.00355,0.825,0.45,4.55e-06,0.154,-9.013,0.308,94.965,4,0
5hpVI4uROr6e4RBQJzBwB7,182387,68,0.0401,0.816,0.688,7.33e-06,0.123,-5.691,0.0967,132.015,4,0
56cBC4ufFxIxAWeGGoUznJ,118386,59,0.0145,0.891,0.722,6.34e-06,0.164,-8.2,0.286,141.999,4,0
5Gf30Ezykm4MhgzvaPL2Ei,189354,44,0.153,0.917,0.698,2.01e-05,0.189,-7.516,0.156,126.965,4,0
5SwUdsvuqQE6pBiFCZjsqQ,111277,33,0.646,0.495,0.527,0.0065,0.222,-9.204,0.102,120.676,5,0
4q4N3w0KDRYpAGmBZPLMlQ,194709,70,0.312,0.512,0.82,0.0,0.567,-4.525,0.451,89.586,4,0
3PO4o0z1ao5ItW7C4HNd72,185794,44,0.367,0.522,0.442,0.0023,0.167,-11.319,0.296,69.389,5,0
11RIJRbBfyLlJut96itSFd,199521,68,0.345,0.836,0.614,9.86e-05,0.088,-4.543,0.311,101.97,4,0
519SuHU1ai91BsRxDnT9Ki,211050,54,0.16,0.791,0.608,0.00109,0.278,-6.634,0.209,103.063,4,0
4wvnXoQqjIOoEis5eyTbCl,204373,65,0.115,0.916,0.476,2.13e-05,0.0992,-8.852,0.321,103.997,4,0
3aQuwPANxNswEKh2viX9EJ,160280,44,0.441,0.742,0.616,9.28e-06,0.257,-6.45,0.301,93.128,4,0
2CZK0do1yJntY27iBK3PKD,182640,46,0.45,0.639,0.813,0.0,0.115,-2.865,0.0692,124.847,4,0
49q1cx7bCJ53daNU3lENe7,212866,47,0.0303,0.764,0.905,2.66e-06,0.0303,-4.544,0.105,100.068,4,0
0BfJzdrAcLIQIYNP98zaO0,202944,30,0.15,0.94,0.424,0.00368,0.122,-8.506,0.245,101.964,4,0
7vF63z20Gyd0oZU8jYqGgX,152523,41,0.00428,0.624,0.705,0.0678,0.0616,-6.308,0.381,213.744,4,0
5Vd46pXPA18ky9n1t4OOiP,155903,44,0.272,0.655,0.527,1.52e-05,0.0916,-7.592,0.051,82.037,4,0
4Jhp7suhWYmpFJKSwuVW8W,182562,36,0.155,0.405,0.459,7.71e-06,0.106,-8.913,0.159,82.89,3,0
7jXTGAgzmvLJ40dKKJON2u,206586,38,0.0829,0.547,0.693,1.17e-06,0.129,-6.319,0.237,94.515,4,0
5gOtq0sKU24ZF8hnXlSp1V,181550,69,0.105,0.817,0.669,1.25e-06,0.247,-4.278,0.1,106.934,4,0
6MKGLdsfyFJlmdPRI78adp,253125,43,0.0386,0.848,0.603,1.22e-05,0.0751,-6.913,0.0961,131.787,5,0
4A7sSA10D35HQUNrSOl5Zo,204440,69,0.475,0.846,0.508,0.000126,0.0961,-7.873,0.308,126.447,5,0
24ULbF2UnOeMbkmkGriTBc,182710,58,0.452,0.631,0.565,4e-05,0.0782,-6.89,0.225,101.822,4,0
1QxTmNDHFmgaxgAolqqgAD,142120,78,0.693,0.534,0.821,1.02e-05,0.078,-7.463,0.107,111.032,5,0
4CGORuRtjSK6xMy8s1VvSS,191478,60,0.188,0.708,0.437,0.0,0.0976,-6.982,0.0807,94.053,4,0
3aQLKFRKoDR4vNExOr9IFN,146346,33,0.229,0.605,0.596,0.0,0.173,-8.346,0.0534,80.011,4,0
6TCIT9UrbWdT6w7ljB8h2U,194498,40,0.477,0.697,0.806,0.0464,0.132,-7.519,0.0389,114.063,4,0
3xisZC0wKQU9ot2FE75Bb6,189581,37,0.264,0.816,0.437,5.71e-06,0.0827,-8.506,0.081,89.937,4,0
6ztz7MysNjHec8CHmigWDp,167017,37,0.0793,0.759,0.703,1.21e-06,0.143,-6.329,0.17,95.116,4,0
0ibShYbjMMERrW91r5VyoT,217733,54,0.324,0.75,0.492,0.000139,0.232,-6.65,0.258,98.173,4,0
6oUfoALNcb6H7exE2D9A4A,160000,46,0.418,0.652,0.597,1.21e-05,0.116,-7.614,0.366,155.921,3,0
6d5E28VYwyws9CY00lwxfq,196153,50,0.0158,0.732,0.608,3.51e-05,0.317,-6.93,0.0883,89.983,4,0
29sSLYkzMUXyQ4n8oiSiyO,202520,31,0.767,0.633,0.26,0.00992,0.0937,-14.644,0.218,141.473,1,0
6SCSFTRB2ueJIhYQ2VJK68,155121,43,0.589,0.59,0.435,0.0,0.106,-9.943,0.274,109.288,5,0
7aIC4z5XBdEAI9kqycYxMV,190094,58,0.393,0.712,0.674,0.0,0.104,-7.454,0.183,102.007,4,0
35eTRjsCyCIASS7UmurJUc,214500,38,0.0452,0.772,0.821,0.0,0.131,-2.821,0.308,100.863,4,0
32sBVB5HmrwJ6e9g0S2BRL,172653,67,0.517,0.82,0.596,0.00159,0.358,-7.539,0.246,94.968,4,0
06eTOJlWZlR8mcLgFpUT0D,236885,49,0.0194,0.789,0.563,2.65e-06,0.0781,-4.979,0.248,140.036,4,0
1vkQGM41waAYdl7txOft1F,152001,36,0.221,0.412,0.903,0.0362,0.126,-8.118,0.18,103.44,4,0
6fdO1Q9BsT2WbhFFLzgkNr,232475,34,0.579,0.391,0.612,1.86e-06,0.103,-8.569,0.134,80.751,4,0
55K2ZYir51TSEBrf2thUi9,202549,44,0.239,0.634,0.714,1.13e-06,0.0828,-5.924,0.0787,97.94,4,0
6JiDmEYQJ6bvsqgRu206qp,139680,35,0.445,0.793,0.724,0.0169,0.168,-6.65,0.0669,130.122,4,0
7cFPWLFiE60sdgzPsyydUJ,208350,69,0.379,0.807,0.376,0.00387,0.114,-7.768,0.0638,104.908,4,0
3z4CGd63tpUn9a6oQSG0CI,241293,81,0.271,0.812,0.496,0.0,0.0955,-5.969,0.297,109.979,4,0
1ibMuYlk0n5AkYxEluhAUp,200280,34,0.133,0.549,0.663,2.72e-06,0.0947,-7.158,0.354,62.979,3,0
0pRyOQjr12h9RBEFmhbTQc,168654,61,0.0734,0.428,0.98,0.0,0.127,-2.975,0.443,92.035,4,0
6hlrui656yBRUb3qGkd5lH,95871,62,0.683,0.798,0.618,0.0,0.695,-8.218,0.163,139.972,4,0
1TfpBtkEQiDISwBcW1BeCX,233293,56,0.1,0.877,0.75,2.18e-05,0.123,-3.021,0.238,104.035,4,0
4gQPATYQSZ4BfiW2Csb2f4,183529,34,0.227,0.794,0.452,0.77,0.11,-14.197,0.305,118.956,4,0
6DXEZzM4wBa3EOl0NCNSvz,181413,72,0.387,0.579,0.579,0.0,0.17,-6.787,0.394,104.757,4,0
6I15UB0IPWQhJNJEPQ1gLE,207946,47,0.291,0.678,0.57,0.0,0.228,-3.922,0.304,140.115,4,0
3mtaSob1BQO4HMSA8lWKRt,423909,62,0.0497,0.765,0.681,0.0,0.216,-4.241,0.31,127.77,5,0
39JofJHEtg8I4fSyo7Imft,226626,83,0.164,0.736,0.906,0.585,0.106,-7.589,0.048,137.001,4,0
38spM0LahLUfQhOMAqA7AI,268087,71,0.208,0.864,0.682,5.27e-06,0.1,-6.73,0.386,115.012,4,0
60ByM4iRPMZ7h8b1a32Ur0,159013,59,0.387,0.784,0.699,0.0,0.134,-8.476,0.405,99.888,4,0
5FG7Tl93LdH117jEKYl3Cm,248040,76,0.0266,0.849,0.707,8.58e-06,0.618,-6.002,0.113,104.027,4,0
3gw91o4at6nDzewF9Hxzs7,222453,71,0.105,0.678,0.732,1.56e-05,0.306,-5.696,0.0465,87.495,4,0
2lEl1iNGpz9r2B7R5BqXSD,231618,58,0.018,0.501,0.592,0.000138,0.174,-5.923,0.446,202.003,4,0
4JSEMSiKPVcIEBQIlmGuI3,167680,55,0.227,0.695,0.746,0.0,0.254,-3.952,0.0482,91.698,4,0
0lk5tzmaJWVAv5GBvpm3xu,151640,63,0.572,0.951,0.415,0.00403,0.0792,-6.847,0.077,108.014,4,0
5pAbCxt9e3f81lOmjIXwzd,207030,73,0.311,0.757,0.737,0.0,0.113,-6.728,0.114,98.057,4,0
40SBS57su9xLiE1WqkXOVr,177524,83,0.0166,0.578,0.912,0.00362,0.273,-3.929,0.114,127.87,4,0
7sd72KZS8D59g5NmhxyHpJ,191502,71,0.0342,0.906,0.638,1.7e-05,0.0725,-7.917,0.256,99.959,4,0
4C6Uex2ILwJi9sZXRdmqXp,170977,80,0.0645,0.95,0.891,1.77e-05,0.309,-2.653,0.241,133.01,4,0
4LPNkxES0zCGn6S2Y1vmJN,172342,67,0.143,0.812,0.563,0.0,0.0833,-4.455,0.0887,87.979,4,0
6RZo8T7GY9EoWZXC5i2587,192514,71,0.222,0.728,0.689,6.14e-05,0.107,-6.601,0.13,89.973,4,0
3sTN90bIP2cJ1783ctHykO,192160,76,0.147,0.625,0.763,0.0106,0.214,-4.997,0.129,88.753,4,0
3z4CGd63tpUn9a6oQSG0CI,241293,81,0.271,0.812,0.496,0.0,0.0955,-5.969,0.297,109.979,4,0
2SAqBLGA283SUiwJ3xOUVI,261492,82,0.244,0.761,0.518,3.47e-05,0.107,-8.871,0.134,133.976,4,0
2cSdAkzAf2T4j4aLvx4LLz,111074,80,0.0921,0.73,0.907,0.114,0.23,-3.72,0.0606,120.968,4,0
2UVbBKQOdFAekPTRsnkzcf,190288,78,0.00263,0.817,0.816,0.0,0.159,-5.402,0.269,181.982,4,0
3X2Aw6bQ7TfMMKsTzjTlDg,232120,67,0.0212,0.691,0.733,5.61e-05,0.0894,-6.887,0.0572,128.038,4,0
3pudQCMnsFGwOElTZmuml8,177733,66,0.194,0.769,0.868,0.0,0.159,-5.772,0.214,103.909,4,0
45lKz9WsEol7FEV8HhjSjZ,151764,57,0.504,0.861,0.537,0.0,0.289,-8.199,0.159,102.014,4,0
0JmKkvlDtgPIYwLdxPNtyx,160626,58,0.0888,0.482,0.834,0.0,0.167,-4.262,0.256,117.334,5,0
4QPEwDdOMhY7rNS05mTyMR,216706,73,0.00838,0.817,0.781,5.21e-06,0.123,-4.178,0.112,104.0,4,0
4USHZ3omhEBGjHLD9BIJYs,210904,67,0.344,0.781,0.736,0.0,0.125,-5.413,0.29,100.55,4,0
2Xr1dTzJee307rmrkt8c0g,145800,84,0.365,0.727,0.739,0.00137,0.161,-3.805,0.0411,93.005,4,0
0UTmS76yJwuCpiKEn16uN5,210478,63,0.0424,0.853,0.686,2.79e-06,0.0866,-8.314,0.268,122.97,4,0
7AODNxFNPnKaz4hURLzw5l,190537,72,0.0933,0.902,0.839,0.0,0.102,-9.447,0.208,133.989,4,0
0wHFktze2PHC5jDt3B17DC,173947,84,0.111,0.902,0.582,3.18e-06,0.111,-5.902,0.109,107.005,4,0
6NJfIydBMYrXvlaXsFxmc8,196363,65,0.00988,0.767,0.569,1.45e-05,0.109,-6.805,0.216,77.052,4,0
02kDW379Yfd5PzW5A6vuGt,195428,75,0.256,0.799,0.66,0.0,0.111,-6.153,0.079,140.04,4,0
7u3w4fQhulC1etJbdfmv3Q,190684,71,0.0781,0.614,0.82,8.18e-05,0.618,-4.32,0.226,146.235,4,0
1tkg4EHVoqnhR6iFEXb60y,160000,83,0.65,0.709,0.548,1.59e-06,0.133,-8.493,0.353,83.995,4,0
32pPek0KsHsMSSFogNu49f,174545,60,0.174,0.763,0.666,0.0,0.108,-10.844,0.359,143.0,4,0
4PYfFHKfjYz6dwAtZhBy1z,108650,70,0.192,0.746,0.825,0.0,0.365,-4.457,0.0435,143.062,4,0
4vyG9ZhHT8MKJE5mTICMFC,162879,74,0.0156,0.628,0.738,0.281,0.153,-5.045,0.0367,125.928,4,0
7B0gxo0jQCy5Lk93RIODAC,152558,67,0.00198,0.531,0.89,0.497,0.0913,-6.308,0.144,169.963,4,0
1DxRMgLoWXgmIFF2Unp5pD,160551,59,0.272,0.872,0.525,1.76e-06,0.0691,-6.374,0.419,144.941,4,0
51ODNNDZm21HU7wI7cccRr,255631,78,0.0159,0.503,0.727,9.45e-05,0.0895,-5.456,0.167,121.985,4,0
4eVU4U063iMLFJFXb9kzkb,206657,56,0.0442,0.797,0.672,0.0027,0.149,-6.135,0.0477,131.978,4,0
1tNJrcVe6gwLEiZCtprs1u,177666,78,0.223,0.815,0.518,0.0,0.104,-6.594,0.0897,151.891,4,0
4vzJrkfHbCGaodPA5RY5BV,173333,78,0.732,0.85,0.68,0.0,0.0964,-6.18,0.338,144.006,1,0
7pnQ23WgZca9jEfMts9qsR,158117,69,0.085,0.716,0.513,0.0,0.12,-10.159,0.223,141.894,4,0
3FMedgGsLUNwx8NciePFEK,141276,73,0.413,0.759,0.803,0.0,0.362,-6.77,0.277,140.994,4,0
11RIJRbBfyLlJut96itSFd,199521,68,0.345,0.836,0.614,9.86e-05,0.088,-4.543,0.311,101.97,4,0
5C29RTtzXBODKoZn0aB4zb,136615,60,0.0986,0.754,0.795,0.271,0.0405,-4.565,0.256,130.049,4,0
3akHSrXZfjmnb8JC35h6iH,150638,36,0.449,0.46,0.764,0.0,0.21,-3.51,0.193,93.89,4,0
6Uj1ctrBOjOas8xZXGqKk4,172626,88,0.0888,0.824,0.764,0.00294,0.117,-4.175,0.0854,107.998,4,0
7z5G2LOdV8okZn4yWg3q5g,175774,72,0.235,0.706,0.552,0.0,0.144,-9.479,0.0833,142.037,4,0
4FEcEwbE2vsqhxbTPtiNTL,180000,70,0.0159,0.509,0.953,3.3e-05,0.28,-4.954,0.0414,125.015,4,0
2x4IWUXkoHd6eQ9SrUAuxs,361750,39,0.00692,0.827,0.87,0.136,0.0438,-8.054,0.0392,125.008,4,0
7IAMurey3mCF73caRZcdOC,355033,37,0.00672,0.884,0.679,4.05e-06,0.0353,-9.041,0.0581,113.002,4,0
3KusE22BUn5yqmjHGWADVz,309440,34,0.0177,0.97,0.729,0.0,0.0759,-5.432,0.17,125.036,4,0
0cI6D4xalZBLOMRs4Huuag,320000,45,0.00644,0.939,0.873,0.17,0.0892,-5.264,0.0605,126.042,4,0
75sTLVjlWPUTobrRE6rWLz,247616,38,0.292,0.879,0.661,2.73e-05,0.172,-3.533,0.123,125.962,4,0
4sqbcASPcaHxpXhioFi0RE,371973,44,0.000179,0.94,0.713,0.217,0.0623,-6.766,0.0455,125.013,4,0
3SSOe4Gr3GjT0d61GQHfgH,380373,12,0.00304,0.798,0.533,0.793,0.0317,-13.491,0.0671,112.025,4,0
3ufryzD3EJwOfQoSmheEGu,270445,0,0.106,0.713,0.638,0.0746,0.102,-8.399,0.0344,125.987,4,0
4RPfIe4EAv326abP6dZBSJ,350066,28,0.0193,0.864,0.699,0.376,0.0755,-7.688,0.0777,125.982,4,0
7pie3kUjFeGOGE5Sjy9tN5,352653,41,0.0192,0.936,0.69,0.000257,0.0822,-6.533,0.095,126.027,4,0
09zl1Tb8QaW64mMAo3dZOU,213750,36,0.00331,0.864,0.785,2.08e-05,0.0469,-6.985,0.0393,128.0,4,0
1zXaeLCs72Hg1XBdyrXtqI,274259,29,0.0202,0.85,0.513,0.032,0.081,-5.782,0.0847,107.03,4,0
6KlOMbkMRBQUFWpYe1z8Nq,383577,44,0.0422,0.866,0.623,0.21,0.0529,-9.673,0.0781,112.018,4,0
5x1j3ERLA6KpIdTi6c4dAS,374961,41,0.17,0.913,0.681,2.12e-05,0.0677,-9.914,0.0619,112.994,4,0
34MU6GBnnd9E6l8fNVq547,420050,33,0.0179,0.805,0.706,0.000294,0.117,-9.947,0.0984,112.007,4,0
74MtjssrlAPAtxqN6oAGD8,318432,26,0.209,0.959,0.676,0.0,0.0748,-7.176,0.147,112.985,4,0
7cVgVA4VO6EaVWvKZGQF9m,348531,43,0.0314,0.847,0.692,0.00513,0.0486,-9.038,0.054,113.003,4,0
7uhOIYLVWbBZ6ISBoyiMrl,433136,33,0.000955,0.883,0.54,0.0619,0.0528,-8.794,0.0644,112.017,4,0
6K7TA9kfqjmqcgfmU4pT4u,519334,39,0.0271,0.731,0.698,0.1,0.104,-7.985,0.031,123.028,4,0
7ytYzBHkEhgF8RPWjCITEB,390112,41,0.000294,0.895,0.751,0.0032,0.0524,-6.373,0.0588,126.053,4,0
7iPnbJ1W7wus9QqeBtpuII,254557,48,0.0238,0.76,0.626,0.0213,0.129,-10.615,0.0452,114.98,4,0
2jKhxVBUbGcZgNQOAiKKuW,260754,37,0.104,0.827,0.773,0.0154,0.0806,-8.03,0.0429,112.999,4,0
0ujzok2rT73GoZrokq5Wnc,349518,43,0.0885,0.906,0.573,0.328,0.0725,-14.479,0.0818,112.997,4,0
1hRpoVpLcVLhRuhd4XAxRV,252857,0,0.544,0.743,0.526,1.22e-05,0.0824,-10.169,0.0364,83.969,4,0
24Lc4fAKLCNrXbIssLCinr,206511,0,0.349,0.57,0.627,0.00152,0.0901,-6.294,0.0406,85.987,4,0
1OApYfqUJfRKj0hMqsXCpm,216163,0,0.0183,0.421,0.796,0.0,0.346,-10.707,0.0406,100.045,4,0
31MFbR3OtFarYRDgDhYdvv,169404,1,0.917,0.73,0.175,0.824,0.157,-20.621,0.0961,80.026,4,0
5VcpewfEIchLWxFyjsj38U,155620,0,0.284,0.951,0.737,2.15e-05,0.0914,-7.314,0.154,106.959,4,0
7ySP5kpSTtRXIzO4izOCbO,164185,0,0.587,0.542,0.863,0.0,0.874,-4.655,0.252,77.499,4,0
0Ux1Rx1gXNf3wsCT9U4KQy,200000,5,0.418,0.627,0.318,0.922,0.0939,-15.431,0.037,119.99,4,0
5m0bpTUQHmLhTF65FGwUAL,169727,0,0.0112,0.58,0.936,0.165,0.413,-5.696,0.146,139.876,4,0
43vHf1yUh4soOD87LxYC1A,387885,0,0.883,0.79,0.607,0.937,0.125,-8.715,0.0418,99.018,4,0
5r1czhIx9M6k8HwiGgrnrN,166791,0,0.269,0.879,0.714,0.0,0.0501,-5.946,0.181,95.012,4,0
10SdwmAHbBwd6qb0T5WUZa,207963,0,0.000785,0.341,0.635,0.564,0.156,-8.924,0.0279,140.247,4,0
3XJ14IuJUUZ9RzvO83If8E,171174,0,0.0413,0.928,0.415,0.0104,0.12,-10.653,0.168,100.023,4,0
3StWTZMLPD10j1PUAdJkyU,146666,0,0.907,0.652,0.504,0.219,0.114,-10.722,0.0624,179.997,4,0
7l1UHiD2iPXyUOLD3LB0e9,183754,0,0.043,0.614,0.682,0.0101,0.428,-11.271,0.0354,128.023,4,0
4lYHYpHnPJNxlkOTdRgVsp,288545,11,0.429,0.432,0.528,0.000886,0.21,-7.039,0.0735,110.056,4,0
1fpRyYsRIgvYJxLlld9PwL,192000,0,0.00339,0.61,0.79,0.723,0.661,-3.444,0.199,90.06,4,0
2OSrVspe6ufwmh1oYrnoJQ,188475,0,0.00193,0.642,0.653,2.54e-05,0.102,-7.683,0.0964,112.06,4,0
0WUfl0akDWyX6P1F50pgvY,240218,0,0.0107,0.516,0.745,1.1e-06,0.423,-8.475,0.0289,96.009,4,0
586db12cUPbF6aB3ZmKkq8,230462,0,0.798,0.539,0.286,0.124,0.115,-14.744,0.0322,83.947,4,0
5eCTLfW5AMgwSTXLx2vsIF,268812,0,0.000102,0.523,0.593,0.882,0.96,-16.62,0.0473,100.085,4,0
5YVaejMojPHHWofG3Ur40w,374173,0,0.00476,0.543,0.881,0.908,0.0867,-5.86,0.038,126.992,4,0
7agTIrBxFBQyycuHFhM9hC,208050,1,0.515,0.763,0.365,0.207,0.107,-11.578,0.0434,140.094,4,0
0ff5HAbaDQxyR5151MhQxv,229880,0,0.794,0.551,0.36,8.13e-05,0.155,-6.57,0.0276,86.273,4,0
0pDWpv2uRmE1rZYlb4VW2s,260414,0,0.0366,0.533,0.493,0.0077,0.206,-10.114,0.0299,130.032,4,0
15B23AY1MT2BgUI5LKLwkJ,240125,0,0.926,0.644,0.255,0.024,0.119,-14.916,0.0283,89.958,4,0
1nTAInLYjp0SQFUbjfoxKu,130507,0,0.344,0.545,0.602,8.79e-06,0.11,-7.083,0.367,159.151,4,0
6xym7xaloOldZTQt1FoYAN,237609,0,0.212,0.432,0.708,0.0,0.0447,-6.678,0.0598,146.936,4,0
1ucqMfyA95jpBnHNTHPAuM,172285,0,0.316,0.833,0.519,9.47e-05,0.176,-10.043,0.388,140.002,4,0
2nZj2RCTfXz0F8Fz6ZB1K3,224493,0,0.113,0.41,0.477,0.28,0.0805,-8.361,0.0375,114.943,4,0
3BtQtI7VzliTflIWAEJV1H,190185,0,0.442,0.756,0.468,0.138,0.111,-10.896,0.0601,119.99,4,0
4QLl85aLFa9OHeXg0uNgfX,164440,0,0.271,0.637,0.853,0.0,0.153,-7.602,0.27,164.897,4,0
4HJ336ly0eSzH6Y5p6dgzv,142500,17,0.994,0.751,0.027,0.897,0.0925,-26.352,0.0526,120.021,3,0
3NkO75LQg1vBKrpSoxMxxt,157384,2,0.393,0.577,0.275,0.935,0.533,-19.501,0.0291,129.963,4,0
2QTlGxRMYKJrMJ7z2Tm0Dw,188127,0,0.00791,0.737,0.775,0.000158,0.254,-7.038,0.0472,103.0,4,0
0hwEV0TcM5MbT9HNcRK0Mu,381349,10,0.174,0.574,0.453,0.562,0.103,-8.53,0.0286,117.968,4,0
1DXjFf35ceMPSFHzx0IkD9,128000,0,0.947,0.606,0.198,0.95,0.0976,-13.405,0.0403,75.006,4,0
0gyfqZsk4yT7Jm9LxXOutp,248709,0,0.324,0.46,0.751,0.727,0.147,-8.36,0.044,156.96,4,0
1wRbiIlwHrZFx6j6gzcTfy,151605,0,0.0296,0.372,0.646,0.0,0.106,-5.672,0.0554,143.772,4,0
2DlbEUcEjUANmFhieQ29L3,197800,0,0.000153,0.292,0.925,0.773,0.239,-6.499,0.143,200.043,4,0
7nujwihie1bk9jW5ELFNM6,215111,0,0.0841,0.67,0.987,0.868,0.332,-9.334,0.0369,134.991,4,0
5lk9HZYGgJS53bwcyoD9qn,182786,6,0.000876,0.393,0.982,0.529,0.11,-5.048,0.0951,164.126,4,0
6FRxI097jdSnBU613oC7qd,221769,0,0.0216,0.78,0.484,0.00245,0.0551,-9.656,0.0405,105.994,4,0
2UFksHNAlIzkDypgawab37,160026,0,0.0418,0.698,0.634,0.0,0.0952,-13.381,0.61,163.02,4,0
1wJ8091S6LDc9Frqi4OenK,197400,0,0.00486,0.539,0.863,4.87e-06,0.355,-7.711,0.0399,79.989,4,0
1wlfRibEkzsGaIXVt10S5Y,188733,8,0.905,0.568,0.28,0.881,0.104,-15.565,0.0302,109.884,4,0
0GHsGqiljDZj0pnBxWDSp4,211169,12,0.00294,0.661,0.723,0.0,0.0853,-8.086,0.0536,121.967,4,0
