track_id,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,favorite
1A6GE5iVMYM7psrwtqHmAl,197647,1,0.0716,0.65,0.693,0.0,0.126,-7.693,0.229,170.068,4,0
5wkSMTxyZjWYt4cuUH7CJB,238726,0,0.000177,0.559,0.532,2.13e-05,0.111,-9.856,0.0249,136.04,4,0
04MLyMUaOQ7GGwYU1aE04Y,293478,0,0.00679,0.535,0.659,0.865,0.078,-12.762,0.0287,122.017,4,0
4uDg9SiYMWFYO0KNW3hhVD,204840,1,0.305,0.779,0.665,0.0,0.118,-8.285,0.127,149.995,4,0
7kppyL0pM86piLRzUmp2fa,277906,37,0.182,0.708,0.779,0.00363,0.123,-8.408,0.0535,119.975,4,0
428JKI7aO86RjJh0uqG9fg,270818,48,0.386,0.613,0.725,0.0205,0.113,-9.856,0.0475,108.017,4,0
7jpE6bWODjuZXeeFiNpgIJ,355493,5,0.0481,0.843,0.638,0.828,0.0544,-6.192,0.0628,125.005,4,0
1Eum24tziiY0sRBRx7hWBb,332533,48,0.0628,0.772,0.71,0.769,0.0551,-11.52,0.0399,117.009,4,0
6pJ30zW19cOeAbcVrtMwSW,190160,19,0.0895,0.657,0.601,0.859,0.0956,-9.721,0.0334,119.963,4,0
1CJgvXz6dVKCHPnH8x0g5X,238012,32,0.303,0.863,0.743,0.0598,0.128,-9.346,0.041,121.981,4,0
7wL2RB6mQ6HZk3EvXor60C,244285,33,0.25,0.799,0.842,0.197,0.111,-5.78,0.0303,111.994,4,0
4Uzg3pALh2Sv5pgxeOmAxo,205107,16,0.268,0.721,0.632,5.78e-05,0.0878,-7.166,0.035,123.985,4,0
0qJa93Vo8JZrWgOqyQhexr,358904,30,0.0106,0.777,0.61,0.317,0.0513,-7.768,0.0514,125.017,4,0
0RHz6Vire0nWHcvwC6bvPf,360868,11,0.0526,0.779,0.604,0.0,0.0874,-5.718,0.0421,122.952,4,0
5dOqtqULLi5rCtmouf7gPi,234285,2,0.0357,0.695,0.86,0.0846,0.206,-8.81,0.0304,126.032,4,0
1DjMQI5kdodOoW5qDxqmMZ,309506,12,0.0238,0.781,0.599,0.018,0.0334,-12.464,0.0418,119.989,4,0
1CuLDXJZw8JuP6wCJw90Ko,340665,49,0.384,0.786,0.477,0.195,0.111,-12.54,0.0556,124.003,4,0
36OlTE2Dvuek4h4hXmf9FX,272260,45,0.274,0.713,0.544,0.0,0.0789,-9.964,0.0892,91.991,4,0
3GjKqFWVkN8xlP5Yldr2Le,302106,48,0.176,0.849,0.541,0.00514,0.275,-7.372,0.0406,124.001,4,0
1TnxFLmkEkUfiof9PwaJaM,296000,24,0.0426,0.739,0.692,0.876,0.0885,-8.949,0.0416,121.01,4,0
0Bl8N02J5qjjLRk2SlH3Jc,287689,39,0.0296,0.579,0.88,0.907,0.0902,-8.251,0.0397,110.026,4,0
1OG9dw1czwSSPP5gpSfbjD,438152,14,0.0189,0.824,0.74,0.166,0.028,-10.384,0.0503,113.999,4,0
1SpyVRR3QnkLeB8Rg0T0k2,315966,6,0.00667,0.797,0.731,0.133,0.129,-7.236,0.0593,116.999,4,0
1GsmyDal2cPoAiuUIwWjAQ,370146,8,0.00371,0.864,0.794,0.888,0.0373,-7.674,0.0505,125.986,4,0
0Khta2SiNQVJ6wBgiS331o,399290,25,0.0233,0.847,0.517,0.277,0.0471,-15.468,0.0637,112.999,4,0
2YXf32CaC2PzXIgmRb2GK2,407787,48,0.00646,0.844,0.564,0.163,0.0231,-10.817,0.0855,112.996,4,0
1kFqoBTG9bernFQUAC5e0S,219920,38,0.0197,0.91,0.592,0.000449,0.112,-7.522,0.0498,124.046,4,0
6GzlnKE33mZDmzDSihuq8t,454901,18,0.0258,0.827,0.748,0.306,0.0283,-11.709,0.0592,114.003,4,0
31ukTS7IhCfzqi2nBwdPYb,304906,16,0.035,0.698,0.785,0.0102,0.0725,-8.639,0.0487,119.994,4,0
5A70McnYpUEuTcZiQK4CiF,273066,51,0.424,0.727,0.441,0.369,0.0988,-12.213,0.0398,109.037,4,0
026nX3YmiDNYheiNTyLj31,264373,1,0.0596,0.777,0.773,8.17e-05,0.085,-7.309,0.0541,112.998,4,0
1ySrv5CK5gHnehduj5xL0T,424776,33,0.00738,0.83,0.509,0.647,0.0417,-13.631,0.107,113.0,4,0
0IORx4OdBhBSqdmxf6HYig,228600,26,0.655,0.614,0.53,0.0402,0.0876,-9.877,0.0375,94.909,4,0
3JpoM324kjnJDrjCXTFiqP,346310,21,0.00227,0.841,0.535,0.237,0.0943,-9.137,0.067,123.025,4,0
7KagcNrstnN5H2se1UUkMb,382299,35,0.206,0.808,0.629,0.165,0.0306,-12.234,0.0488,112.995,4,0
7BBPfDLjooHAEAQiIOz8HI,236170,31,0.024,0.753,0.747,0.0388,0.176,-8.66,0.0523,125.012,4,0
2MruuZoi0Au3wBgEQhSzso,223976,32,0.0592,0.521,0.674,0.685,0.0846,-9.138,0.273,210.005,1,0
7uWjJqLMacCGJtP5K99nmn,377935,44,0.00177,0.806,0.757,0.153,0.0241,-10.503,0.0444,112.019,4,0
41ASyTnK923DjwNNYaFhm6,330614,27,0.0352,0.781,0.651,0.193,0.0626,-8.776,0.0478,122.006,4,0
3GFSDvZNZPz0B7odw89yHN,393473,41,0.0063,0.802,0.598,0.616,0.0261,-11.342,0.0537,113.02,4,0
3gq35iViL1FJeFsKaR1hhp,408625,12,9.51e-05,0.793,0.591,0.78,0.107,-10.938,0.0561,119.995,4,0
0x4ztt2M1TPoLYBr1qXaLH,355095,8,0.0691,0.745,0.459,0.0376,0.0721,-8.821,0.0456,124.979,4,0
3CpNByGHjIByYk53Ycvpuq,407785,26,0.00547,0.841,0.772,0.802,0.0485,-14.307,0.0569,112.993,4,0
5yqWA3hCeRAMphpb5FAdWP,325845,26,0.0468,0.793,0.696,0.109,0.0665,-7.867,0.0448,125.975,4,0
5g6uznSOJ446jA1UZ76D69,287901,19,0.22,0.671,0.873,0.338,0.0932,-6.915,0.0583,114.937,4,0
5rV6ICYm2WvgD0zXMCMPbz,165023,0,0.237,0.656,0.692,0.0,0.0878,-6.403,0.263,89.986,5,0
7BUUwjuAjTCKp9P6mCBqkL,404000,21,0.00119,0.692,0.795,0.14,0.128,-7.096,0.0347,119.985,4,0
73bWPGjh6yjmIV7BpqdkPR,417906,26,7.23e-06,0.716,0.734,0.521,0.0637,-7.479,0.0459,115.996,4,0
5OOeLnVCaUUnBviiM5J46E,471034,32,0.232,0.639,0.624,0.833,0.106,-9.337,0.0386,123.005,4,0
2zK0dhPMkWTLntkcdrcygN,445675,16,0.133,0.838,0.533,0.133,0.0683,-9.173,0.0454,125.002,4,0
63fQtz9sjyb8Ly5ce79ch1,240000,20,0.0442,0.837,0.767,0.0238,0.0192,-6.051,0.0423,122.014,4,0
3RoQTkYqtetNvEOYkStDSg,245200,14,0.05,0.81,0.728,0.00159,0.0421,-8.109,0.0612,120.043,4,0
6IVjF6tfGdFBZr4wXhMRtC,381586,37,0.143,0.895,0.674,0.0726,0.0578,-8.694,0.0882,116.013,4,0
2jkmZ2bTa9eckZLutpeeNm,260000,2,0.076,0.756,0.56,0.339,0.101,-9.585,0.0792,119.981,4,0
3peytwnbQgA7xEhtovNySA,353736,32,0.272,0.704,0.446,0.817,0.111,-13.704,0.0569,121.91,4,0
2tjbSkPKKH1GFUhSr96tq0,180000,24,0.151,0.817,0.866,0.0,0.0946,-3.86,0.216,94.007,4,0
0IORx4OdBhBSqdmxf6HYig,228600,26,0.655,0.614,0.53,0.0402,0.0876,-9.877,0.0375,94.909,4,0
7MtpW10epOD3sUtURL5ZDu,145860,52,0.251,0.707,0.866,2.5e-06,0.263,-3.612,0.0354,108.053,4,0
4f2pbMCBo4NONUWsTIm6H3,207802,1,0.158,0.8,0.686,0.0,0.115,-5.024,0.146,95.058,4,0
1pLOxV11pQRIyHnGIVZVDH,162102,40,0.0214,0.859,0.659,2.8e-05,0.0813,-5.515,0.0965,120.02,4,0
6xe6BocwJcN1MIipYaHdkV,178106,39,0.266,0.879,0.756,0.0,0.186,-4.503,0.0533,105.175,4,0
2cf3SkA0LxOMJmo6GAMHTB,312960,46,0.0629,0.763,0.722,0.744,0.045,-10.628,0.0582,124.996,4,0
0Df1EhQBA1RH2gEbaFywqM,337710,5,0.0107,0.892,0.458,0.782,0.0767,-12.537,0.0633,113.989,4,0
5NkvKJem8BSNcZXsgNZpMI,154615,40,0.21,0.721,0.58,0.0,0.176,-6.509,0.267,104.23,4,0
6u88i4DmQG9rsN4UTKQEhj,186945,14,0.388,0.558,0.725,1.21e-05,0.091,-5.303,0.265,207.677,4,0
5aDAwf4fABN9oZ52PDbX2o,325871,41,0.22,0.666,0.504,0.0,0.113,-8.032,0.058,163.457,3,0
7I2mvPzyARW1wfIDppgtBk,164460,11,7.67e-05,0.721,0.818,0.000379,0.262,-5.254,0.0316,125.074,4,0
7jIwGaXqpW3baYVQoXPcrg,184370,29,0.0201,0.427,0.968,0.00905,0.516,-0.9,0.233,126.336,4,0
5gXKDmafOQ8i4lYr62wxTk,555704,60,0.000658,0.618,0.885,0.502,0.37,-8.347,0.0454,138.029,4,0
2fovN88nMPZhATtCNeNaqM,460869,56,0.00808,0.593,0.992,0.822,0.165,-6.58,0.0724,138.052,4,0
3v2oAQomhOcYCPPHafS3KV,543453,66,0.000702,0.275,0.721,0.821,0.0792,-6.222,0.0359,125.156,4,0
2L7qzGqRIWrLw2YDdB6azz,600410,34,0.0194,0.454,0.766,0.433,0.366,-6.856,0.0564,140.008,4,0
0So7RRwiYYIKH63BFCu58N,625906,26,0.00636,0.59,0.72,0.272,0.63,-7.376,0.0335,105.003,4,0
2Xf6k7niuuyfY1aiHTe52d,220810,42,0.000556,0.594,0.929,0.64,0.14,-5.36,0.0352,125.004,4,0
5aLH3GQgqlJhkrjM8tu9yP,240000,27,0.283,0.682,0.897,0.607,0.152,-5.952,0.0989,126.019,4,0
1824cJezpL5B278zaSEoGG,230156,17,0.0851,0.614,0.988,0.856,0.14,-6.664,0.0707,127.986,4,0
09c49mXu0SOt4qLc9QNlme,203809,23,0.142,0.545,0.983,0.923,0.0988,-3.646,0.0498,125.999,4,0
2BiPS0ejeyCHWvotD7HMpj,222580,11,0.258,0.645,0.99,0.242,0.195,-2.137,0.201,123.981,4,0
1HrMWH5GUdK6Yi94rbANJA,223869,74,0.0245,0.706,0.74,0.512,0.135,-7.904,0.0325,122.007,3,0
6TR0FGw4zhlGbQALN065AI,194232,66,0.00646,0.595,0.877,0.0879,0.398,-7.414,0.0442,125.015,4,0
5pmpN7RtQBBBqxramwHcPB,168000,24,0.000419,0.554,0.822,0.74,0.114,-5.922,0.0545,119.988,4,0
3CmUXmrh17WIaQOQu9OVha,209081,49,0.0183,0.643,0.789,0.52,0.0901,-7.165,0.0322,122.035,3,0
6rO7Ljvkmj4ESCIcGEsVdT,189498,52,0.00986,0.602,0.866,0.0234,0.203,-6.913,0.034,123.988,4,0
614hTK5Y7ZuafgNtxT5Gmp,337972,40,0.016,0.791,0.937,0.694,0.0797,-6.879,0.0479,126.009,4,0
6lg0Md3xQ7U5EYAcsnysiv,204800,42,0.00407,0.224,0.644,0.252,0.537,-7.276,0.0386,149.822,4,0
3SC6AMW3CjBOlx5GLvWNbt,165000,54,0.00294,0.5,0.904,0.0928,0.518,-3.142,0.0541,160.046,4,0
0y3VbJU7mDnaUboUrVj1I4,187093,51,0.00209,0.484,0.756,0.314,0.3,-4.379,0.0579,139.9,4,0
2iL4mShglCUTKe4vQJMSqp,191987,44,0.0141,0.638,0.956,8.7e-06,0.761,-3.3,0.136,150.073,4,0
4nyqcnj3pTl72hFsJCO0S5,195096,40,0.00114,0.628,0.987,0.677,0.324,0.427,0.184,155.003,4,0
3MhymzaFcj7bXVJzB0ZJb8,162302,59,0.0146,0.632,0.962,0.53,0.297,-3.311,0.302,139.051,4,0
7jvrBivTkVKjaoH25guz6n,169641,36,0.00954,0.683,0.976,0.864,0.136,-2.356,0.112,149.947,4,0
46eI4JcWjax7ARjZ35CdMB,128050,41,0.000552,0.614,0.817,0.818,0.399,-6.992,0.0723,149.946,4,0
6FwvvtAuHIvdeupkTpaTRN,167142,52,0.00845,0.359,0.976,0.623,0.288,-2.285,0.0932,139.938,4,0
09pW7wXspkEkd8gjE93prk,211403,45,0.000497,0.382,0.973,0.0349,0.925,-5.749,0.139,127.528,4,0
2nUOU68d5TGSGpnCd7gI05,237377,39,0.0069,0.536,0.895,0.388,0.395,-5.904,0.0535,150.05,4,0
61IktHTlHcUGQxvHrzA8jm,203580,41,0.00149,0.466,0.954,0.787,0.156,-2.935,0.0804,160.056,4,0
3QjCmtOcE0GoiExw1XXcjw,179200,49,0.000186,0.497,0.944,0.333,0.483,-3.701,0.0451,150.024,4,0
6FzjJPwf5JzzFOei7h6Qrp,215773,56,0.00609,0.591,0.911,0.0123,0.223,-7.975,0.0661,103.517,3,0
5KC7ginqShi7mhDQLttQh0,161739,64,0.000206,0.558,0.99,0.376,0.0797,-3.877,0.128,138.074,4,0
69pnjAws2uzNZJEK64p9JI,217391,45,0.0132,0.614,0.989,0.0176,0.112,-4.724,0.194,103.485,3,0
3FfWLi2e80rgn2Q02OhcbR,236521,39,0.00805,0.618,0.937,0.213,0.738,-5.682,0.0559,138.023,4,0
5Uj0VnayJKOuP9GmmDPNOx,198583,55,0.00596,0.678,0.967,0.73,0.0694,-5.296,0.089,138.019,3,0
7IVGtjdoOS95iArvhfCMif,223192,38,0.00274,0.337,0.995,0.518,0.208,-4.075,0.0843,103.496,3,0
7cVaJvsIIcgzSdH204p2CX,267040,49,0.144,0.565,0.892,0.801,0.0385,-5.221,0.0672,139.957,4,0
6UWZP82Q9I7lUtQaPBWJL7,203000,48,0.00446,0.474,0.94,0.00172,0.417,-4.558,0.261,103.483,3,0
2WfjOtTI19qGwpjknDQ54N,487391,36,0.00262,0.607,0.979,0.626,0.284,-6.828,0.056,137.996,4,0
0B5i5ZFDnUIn1BF806uk7e,481739,20,0.00269,0.634,0.804,0.857,0.224,-6.149,0.0448,138.001,4,0
19wgIwKRVTuKbKJB0lnCG5,153200,55,0.0961,0.797,0.656,0.49,0.0461,-5.74,0.0948,149.998,4,0
4ed4uYS14kvMiwBeiq2xRe,149552,21,0.0273,0.647,0.89,0.844,0.112,-6.111,0.0783,133.999,4,0
1qRqb6mWhR79LCWruyW3eu,259587,40,0.00999,0.609,0.946,0.0545,0.195,-5.104,0.291,149.967,4,0
2Byxr0ooaeLayBBaVLup67,210211,59,0.000291,0.358,0.923,0.196,0.074,-3.722,0.143,149.938,3,0
3DByxA4MRvkBR8DPEFnrgr,160668,52,0.0065,0.514,0.936,0.0297,0.0728,-3.517,0.23,127.914,4,0
2fSuULcE8VMeOHxBsXIy0d,178285,44,0.00162,0.628,0.989,0.00632,0.228,-2.995,0.388,139.923,4,0
016keV9aVjyKfwrF1ntPFF,180000,30,0.00031,0.382,0.937,0.27,0.162,-2.776,0.0764,138.055,4,0
6NtUUoGuIZCQSDpX3NMGNZ,186304,22,0.0323,0.594,0.806,0.0303,0.171,-3.022,0.0454,138.048,4,0
05kVyNUR9uibHta4jcGTTv,578040,77,0.126,0.729,0.72,0.347,0.178,-6.692,0.037,122.011,4,0
01RVEFIhBmrj4Bgm9Dbtns,200571,0,0.172,0.856,0.522,0.0771,0.103,-14.721,0.0592,139.997,4,0
2YEtuY7LILYtTkXTmd1y5R,212571,0,0.032,0.635,0.573,0.131,0.322,-11.473,0.0434,140.064,4,0
0jEc0BmrgMIJLsG2VqAr29,249888,0,0.00067,0.439,0.696,0.0162,0.398,-7.476,0.179,178.814,5,0
0qEpm9MVJgrG1pSnKcIPIt,222861,0,0.196,0.718,0.8,0.39,0.0522,-5.663,0.0346,139.986,4,0
5zd7fzIAM1f8eNALwsg21q,176000,0,0.0423,0.817,0.749,0.171,0.103,-8.41,0.0519,105.001,4,0
27YD36FUikKxbp3bKSiKGZ,297782,61,0.251,0.422,0.677,3.55e-06,0.16,-5.76,0.0365,150.131,4,0
3RaXvdP3mefcmxvBGm0rzI,262173,42,0.0337,0.469,0.633,6.49e-06,0.13,-7.281,0.0353,91.961,4,0
1gnYZJ13MLIRFexETWGDEo,265600,43,0.0613,0.392,0.753,0.000399,0.0864,-4.831,0.0484,150.028,4,0
47kEJq44ZBrRBD4gvdCu0v,240000,66,0.0357,0.333,0.79,3.08e-06,0.704,-4.334,0.0492,139.437,4,0
7K3RgukdPFTSOsOaqeqVRB,292633,53,0.309,0.387,0.595,1.49e-06,0.0618,-5.831,0.0397,170.079,4,0
21vhzb5v7QJXXyBAPAWJNB,235200,44,0.0412,0.501,0.76,0.0,0.12,-5.582,0.053,149.658,4,0
2VaOJEHR9U3Q6SlG8TZN5j,214285,51,0.0498,0.473,0.725,0.0,0.172,-3.669,0.0428,140.146,4,0
6AoG52kxfptY0QBQnjuQOe,240000,62,0.000368,0.451,0.915,2.12e-06,0.383,-3.325,0.0727,145.069,4,0
7hCZVX8ogwzgszIKtkD6Bv,272000,47,0.122,0.444,0.719,5.3e-06,0.115,-3.513,0.0666,149.941,4,0
1Ooi1dUoSxJyXZ2v1a3cjj,213046,32,0.0449,0.61,0.433,0.0,0.11,-9.368,0.072,127.993,4,0
6LR3DEPjNAIQfpmrT7ishi,328275,42,0.246,0.374,0.659,0.00104,0.0991,-5.427,0.0438,173.892,4,0
2U0pVx4m1Kdm1Gsjjm6iq8,204120,50,0.0142,0.579,0.697,1.6e-06,0.157,-7.429,0.0394,129.967,4,0
1suqXPrYygZ7BYiSfaVZE4,230571,59,0.0523,0.392,0.737,0.000141,0.244,-3.882,0.0857,139.956,4,0
6AkEP2vEcpTRn2ilHVPNsa,342008,53,0.00047,0.352,0.871,0.000764,0.238,-3.696,0.0768,146.014,4,0
5sGm4JoUGhd40NYlXMfnPw,246260,47,0.0309,0.541,0.783,0.0,0.141,-3.912,0.0645,115.012,4,0
5GmhrrcziQz36B3R4AyJYE,210884,52,0.0987,0.443,0.727,9.35e-06,0.118,-5.171,0.0984,74.827,4,0
3AsCaUpOdqmQYtNsEonbvx,202714,49,0.227,0.581,0.752,0.0,0.265,-4.629,0.0524,140.031,4,0
1dlJQt9NLH5iFCIeiVz5lX,295890,40,0.0014,0.363,0.735,0.000119,0.13,-3.857,0.0428,145.556,4,0
1MLSe5mPMi5Vn6PDwzmUJy,240000,30,0.135,0.601,0.813,1.67e-05,0.104,-3.351,0.134,149.776,4,0
1FRFgyPNuqfXIRYlCJ1kwR,284262,46,0.117,0.467,0.723,3.49e-06,0.186,-7.101,0.0536,139.995,4,0
1sAyfWbmgrT7HganHgLSYQ,207272,58,0.203,0.36,0.574,0.0117,0.105,-6.557,0.0434,132.097,4,0
4dt4MyGRdBmpAukq0r5GuX,202788,51,0.363,0.531,0.707,0.0,0.283,-4.752,0.0961,139.78,4,0
1U4EJlYgHHuEzZPgiuUvEH,222000,42,0.0208,0.632,0.607,0.0,0.0678,-5.649,0.0442,120.009,4,0
3HKiR4t12GW18bnPUVhx5l,278400,57,0.0456,0.427,0.836,0.00238,0.369,-3.323,0.0466,150.128,4,0
02oT3HvcsXD64VwOBtH8yM,236317,54,0.0088,0.365,0.765,2.06e-06,0.0959,-4.449,0.0416,179.955,3,0
6HfZTdkheqDGQQwQGRV8et,254136,58,0.0644,0.426,0.586,0.000542,0.0992,-6.279,0.0358,152.205,4,0
075frt5ViwzxiNyfyzivMW,258461,40,0.00872,0.364,0.734,1.46e-05,0.0789,-5.795,0.0397,130.058,4,0
0aDYbKm7Cwe3rkjihsj7S6,172804,54,0.172,0.342,0.842,1.44e-06,0.339,-4.159,0.0855,149.922,4,0
61hscfv9OVgxG7KXjkpoTB,227458,35,0.302,0.511,0.799,0.000103,0.0793,-1.936,0.068,149.544,4,0
6BDLcvvtyJD2vnXRDi1IjQ,259555,60,0.0701,0.441,0.753,0.0,0.027,-4.074,0.044,135.015,4,0
6eULCR6SKmHl9TwhVdF80c,251473,23,0.0244,0.55,0.866,0.00424,0.0906,-5.347,0.0598,179.971,4,0
7GnOfVf6VQVHAUfNdHpKcn,205037,42,0.091,0.31,0.665,0.0,0.268,-5.256,0.0347,147.924,4,0
2g9vY91OCirbr91b0fEBfa,291428,47,0.252,0.295,0.713,1.48e-06,0.158,-4.517,0.0559,153.758,4,0
1SFA5zEVOsLhEg7ynbvQFT,224615,64,0.168,0.478,0.769,0.0,0.156,-5.092,0.0448,155.998,4,0
3a4TQLZxDovXEdZGN8McsR,342008,47,0.000473,0.35,0.869,0.00079,0.222,-3.695,0.0773,146.009,4,0
4Y3hmcRgFw88qJnXGzCwkq,195600,46,0.00575,0.504,0.838,0.0,0.0708,-5.128,0.139,100.01,4,0
06lTnA61hL6EWnhVx6B0SL,271058,36,0.00598,0.42,0.891,0.0,0.367,-2.588,0.128,169.996,4,0
4r9qyANhnnv7q2ENG2ggre,252200,42,0.0179,0.308,0.727,0.0,0.417,-4.815,0.0475,150.059,4,0
3Y1LjVuLvMjpgK0Np6osZ9,224531,31,0.00464,0.714,0.762,0.00516,0.18,-8.012,0.042,123.962,4,0
31DvtPtr9azpLID1Kc8cEO,236000,37,0.0268,0.401,0.555,3.57e-05,0.115,-7.731,0.0519,89.468,4,0
4TIkSdsNSfqpuq6ZYvCjAz,238337,61,0.00699,0.53,0.729,0.0,0.103,-6.019,0.0376,139.929,4,0
4n38mzJeXeCPQpXS9hMsGG,211300,50,0.0508,0.489,0.825,0.0883,0.221,-4.179,0.0411,150.027,4,0
6IhHyxeOqS6LKgP2Lawj55,293122,46,0.0794,0.323,0.695,0.0,0.122,-5.507,0.0447,145.738,4,0
0pFG7CCENzDUWQB3l5ZFxl,208000,28,0.064,0.535,0.704,1.26e-05,0.0549,-6.304,0.0621,150.11,4,0
7dUeGRu9gaXSjkjKO4I8F3,218322,43,0.595,0.505,0.73,8.03e-06,0.104,-4.907,0.0539,155.004,4,0
5ZQMiwA8y8BEslhMmtLxLv,225675,50,0.0685,0.499,0.791,1.89e-05,0.138,-3.735,0.0539,99.943,4,0
0XdmzOmGiPoNEfNK4BslVo,233925,36,0.117,0.553,0.756,0.0,0.362,-2.567,0.0486,130.044,4,0
2yg53XBaQDtIk6hYT2VFSD,228705,54,0.0265,0.49,0.828,0.0,0.149,-4.374,0.0379,170.049,4,0
1Tye6LTBg8tGv67jygbg6n,196000,37,0.535,0.442,0.6,0.0,0.127,-5.845,0.0306,150.184,4,0
6KjTXwntv8paBCL3El9TnV,322892,40,0.0416,0.224,0.66,4.17e-05,0.079,-5.631,0.0397,143.016,4,0
2ktaGvlb0uE3tUQXy2oXoo,170000,59,0.00604,0.712,0.798,5.32e-06,0.111,-4.635,0.0392,125.942,4,0
6KddlPfPQ0L8MyffEpo63p,192838,58,0.0129,0.567,0.738,7.27e-05,0.207,-6.03,0.154,121.936,4,0
5k1uIPpsHmnbWFr4nbpdYb,160906,61,0.0426,0.637,0.868,2.12e-05,0.288,-4.921,0.0555,100.048,4,0
5H1tp2k7Ck2KPBE8t4zOO1,178793,51,0.0187,0.721,0.854,0.369,0.252,-6.74,0.0392,124.019,4,0
7opTGnWVJcm1e5mWWOldpg,181851,47,0.587,0.702,0.597,3.62e-06,0.112,-7.067,0.207,85.016,4,0
3mof6Z6vz6gonsuIEQXank,254896,56,0.0579,0.574,0.576,0.00147,0.208,-8.267,0.0446,145.094,4,0
4BrYTZfpZzeNAGbJ7kh2Z0,196748,45,0.323,0.667,0.671,0.0,0.182,-5.656,0.0612,81.504,4,0
2Ttxl0QIwfjFpJ9o8itFCT,203520,32,0.229,0.547,0.579,0.0,0.118,-5.835,0.0306,125.055,4,0
2kSkbeYzbvNU4QnWSKBOah,174193,43,0.145,0.492,0.797,0.0,0.14,-3.92,0.0917,123.734,4,0
2eZa3hJ7ClZ2c9EUq4Ikwz,152058,53,0.0566,0.766,0.872,0.0829,0.0894,-3.853,0.0602,125.01,4,0
20WcuVfTh0QFkIsJUncdON,222857,3,0.053,0.844,0.767,1.53e-05,0.166,-4.851,0.0461,125.989,4,0
3dTmgecC7MCMbteWjf8Ls7,142439,59,0.013,0.715,0.795,2.27e-05,0.0917,-4.619,0.0354,123.001,4,0
7GiozRoMk95aFl1WbrDdjX,143952,59,0.0166,0.818,0.773,7.64e-06,0.377,-5.714,0.0579,122.016,4,0
4j1fFJvUcQxMrLEMBHV9NQ,165491,43,0.121,0.803,0.491,9.69e-06,0.0689,-7.196,0.0821,121.984,4,0
2u4wau7fhAHSCMedjS3VDY,176388,56,0.0699,0.759,0.845,8.65e-05,0.215,-6.794,0.0421,124.0,4,0
68UW3plyDDNg1dkNIZRezJ,175081,60,0.00598,0.743,0.801,2.46e-05,0.178,-4.097,0.0343,121.965,4,0
3bNIlJBpwgwFNnFuSjH6Uh,177545,50,0.189,0.754,0.877,0.0,0.265,-4.544,0.176,122.001,4,0
0LV2sJDzws0khtyPJ6VD0l,233600,33,0.0183,0.482,0.962,0.847,0.632,-2.362,0.0698,150.14,4,0
2OvghkMxxhszSnCszI0RvU,199111,46,0.0543,0.69,0.875,1.2e-05,0.0894,-3.669,0.0791,135.018,4,0
6YB2Ivnj0SlAeJYZ3UsSb7,218655,22,0.365,0.805,0.392,0.0,0.197,-7.272,0.0984,99.951,4,0
6mb6lVLNrcUgLnEN8QnDJd,163386,76,0.649,0.571,0.307,0.0,0.178,-10.958,0.0499,83.72,4,0
3FAc7PMg2FkApOus7yWXag,155142,31,0.00052,0.583,0.903,0.175,0.567,-3.44,0.0656,140.022,4,0
1W3TC8MjoPvrVbNfUxMPJQ,149250,43,0.0076,0.743,0.908,1.55e-05,0.145,-3.46,0.0482,123.991,4,0
0ViTbTkg5TMufutT2sjdEo,219039,37,0.0234,0.458,0.579,4.08e-05,0.1,-5.921,0.0307,95.137,4,0
27OeeYzk6klgBh83TSvGMA,161384,79,0.213,0.662,0.413,0.0,0.134,-7.357,0.0299,93.005,4,0
7lPN2DXiMsVn7XUKtOW1CS,242013,88,0.721,0.585,0.436,1.31e-05,0.105,-8.761,0.0601,143.874,4,0
4Js1cgSrcGiTNCEwUOFhvv,207768,46,0.00863,0.522,0.924,0.542,0.0372,-4.835,0.0459,180.098,4,0
4bmvfx88H75CcEE0mKXD3q,189142,45,0.0407,0.753,0.527,0.0149,0.102,-5.411,0.219,104.997,4,0
0UU98KhDayXXXaP7y9ud7M,218571,31,0.143,0.385,0.651,0.00498,0.0607,-8.361,0.15,84.223,4,0
6kjSIZlRDnYVmu3xkSKhMz,209298,38,0.295,0.626,0.76,0.0,0.0575,-3.352,0.0327,122.984,4,0
00dgIIOGchYpOS7BaYcFu9,174817,48,0.122,0.544,0.47,0.0,0.0604,-8.013,0.307,96.068,4,0
07ImPoPqKNwqucuPEZooBj,287600,51,0.00672,0.383,0.843,0.0,0.176,-6.438,0.0656,149.978,4,0
7pxRBbUWBcVoTWi3MiFl6V,172551,54,0.261,0.641,0.915,0.0,0.219,-3.543,0.0328,144.953,4,0
68atSZYNfc9ar2xugNxZlO,176100,57,0.0118,0.696,0.88,0.000724,0.321,-5.133,0.0989,99.981,4,0
63bWXWGcWnRQvdS8bJWdkB,147401,68,0.0534,0.636,0.822,1.99e-05,0.121,-4.321,0.0507,127.225,4,0
6b3b7lILUJqXcp6w9wNQSm,224813,70,0.0561,0.592,0.8,2.01e-06,0.0775,-4.931,0.215,89.972,4,0
2gKj79uMdS77EodTr2jygu,203586,25,0.922,0.417,0.0815,0.0,0.113,-18.118,0.0404,104.266,3,0
31Q5hg78Llj8UflxQRP3TJ,163764,26,0.0552,0.613,0.686,0.00101,0.0839,-6.796,0.0569,169.939,4,0
